RepRapFirmware height map file v2 generated at 2019-06-10 16:21, mean error -0.266, deviation 0.267
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
50.00,300.00,50.00,300.00,-1.00,250.00,250.00,2,2
 -0.056, -0.628
  0.030, -0.412
