RepRapFirmware height map file v2 generated at 2019-07-15 11:13, mean error -0.012, deviation 0.110
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
15.00,285.00,45.00,295.00,-1.00,270.00,250.00,2,2
 -0.004, -0.170
 -0.017,  0.141
