RepRapFirmware height map file v2 generated at 2019-06-20 13:24, mean error -0.191, deviation 0.113
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
50.00,300.00,50.00,300.00,-1.00,250.00,250.00,2,2
 -0.126, -0.384
 -0.146, -0.107
